"","Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Location"
"887","S47835007","Yellow-tailed Black-Cockatoo","Calyptorhynchus funereus",11467,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"08-14-2018","11:48 AM","eBird - Stationary Count",1,1,NA,NA,2,"","","",""
"888","S47899466","Yellow-tailed Black-Cockatoo","Calyptorhynchus funereus",11467,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"08-16-2018","09:17 AM","eBird - Stationary Count",10,1,NA,NA,2,"","","",""
"889","S42081035","Yellow-tailed Black-Cockatoo","Calyptorhynchus funereus",11467,"6","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"890","S47471078","Galah","Eolophus roseicapilla",11478,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"891","S48893823","Galah","Eolophus roseicapilla",11478,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"892","S41761602","Galah","Eolophus roseicapilla",11478,"X","AU-NSW","Cooma-Monaro",-36.2351791,149.1259718,"01-08-2018","12:00 PM","eBird Random Location Count",300,0,450,NA,3,"","","Driving from Sydney to Thredbo",""
"893","S48206713","Galah","Eolophus roseicapilla",11478,"1","AU-NSW","Maitland",-32.771689,151.5860584,"09-01-2018","05:30 PM","eBird - Stationary Count",9,1,NA,NA,1,"","","",""
"894","S48764009","Galah","Eolophus roseicapilla",11478,"2","AU-NSW","Maitland",-32.771689,151.5860584,"09-27-2018","06:10 AM","eBird - Stationary Count",64,1,NA,NA,1,"","","",""
"895","S48806928","Galah","Eolophus roseicapilla",11478,"2","AU-NSW","Pittwater",-33.63828,151.31435,"09-29-2018","06:43 AM","eBird - Traveling Count",77,1,2.28,NA,1,"","","",""
"896","S41923241","Galah","Eolophus roseicapilla",11478,"X","AU-NSW","Snowy River",-36.50501,148.30601,"01-12-2018","08:00 AM","eBird - Traveling Count",480,0,350,NA,3,"","","Driving from Thredbo to Wingello",""
"897","S48746720","Galah","Eolophus roseicapilla",11478,"15","AU-NSW","Warren",-30.8522271,147.4844794,"09-23-2018","06:27 PM","eBird - Casual Observation",NA,0,NA,NA,1,"","flock ","drive to Macquarie marshes",""
"898","S42081035","Long-billed Corella","Cacatua tenuirostris",11482,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"899","S47598669","Long-billed Corella","Cacatua tenuirostris",11482,"5","AU-NSW","Randwick",-33.8977058,151.2341452,"08-02-2018","02:52 PM","eBird - Traveling Count",84,1,3.58,NA,3,"","","",""
"900","S48037565","Long-billed Corella","Cacatua tenuirostris",11482,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"901","S48873741","Long-billed Corella","Cacatua tenuirostris",11482,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"902","S43151896","Little Corella","Cacatua sanguinea",11486,"40","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"903","S43923623","Little Corella","Cacatua sanguinea",11486,"75","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"904","S47611818","Little Corella","Cacatua sanguinea",11486,"20","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"905","S47792959","Little Corella","Cacatua sanguinea",11486,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"906","S40913027","Little Corella","Cacatua sanguinea",11486,"1","AU-NSW","Randwick",-33.9062686,151.2220493,"12-05-2017","09:25 AM","eBird - Traveling Count",18,1,0.5,NA,1,"","","",""
"907","S47952862","Little Corella","Cacatua sanguinea",11486,"50","AU-NSW","Randwick",-33.9062686,151.2220493,"08-20-2018","08:26 AM","eBird - Traveling Count",13,1,1.52,NA,2,"","","",""
"908","S47899466","Little Corella","Cacatua sanguinea",11486,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"08-16-2018","09:17 AM","eBird - Stationary Count",10,1,NA,NA,2,"","","",""
"909","S42081035","Little Corella","Cacatua sanguinea",11486,"60","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"910","S47598669","Little Corella","Cacatua sanguinea",11486,"100","AU-NSW","Randwick",-33.8977058,151.2341452,"08-02-2018","02:52 PM","eBird - Traveling Count",84,1,3.58,NA,3,"","","",""
"911","S47656790","Little Corella","Cacatua sanguinea",11486,"35","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"912","S47913102","Little Corella","Cacatua sanguinea",11486,"50","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"913","S48037565","Little Corella","Cacatua sanguinea",11486,"100","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"914","S48304612","Little Corella","Cacatua sanguinea",11486,"120","AU-NSW","Randwick",-33.8977058,151.2341452,"09-05-2018","04:38 PM","eBird - Traveling Count",73,1,3.347,NA,2,"","","",""
"915","S48360609","Little Corella","Cacatua sanguinea",11486,"150","AU-NSW","Randwick",-33.8977058,151.2341452,"09-08-2018","04:12 PM","eBird - Traveling Count",67,1,4.11,NA,1,"","","",""
"916","S48451818","Little Corella","Cacatua sanguinea",11486,"250","AU-NSW","Randwick",-33.8977058,151.2341452,"09-12-2018","04:46 PM","eBird - Traveling Count",60,1,3,NA,2,"","","",""
"917","S48772483","Little Corella","Cacatua sanguinea",11486,"75","AU-NSW","Randwick",-33.8977058,151.2341452,"09-27-2018","04:46 PM","eBird - Traveling Count",70,1,2.5,NA,2,"","","",""
"918","S48789620","Little Corella","Cacatua sanguinea",11486,"150","AU-NSW","Randwick",-33.8977058,151.2341452,"09-28-2018","07:47 AM","eBird - Traveling Count",75,1,3.2,NA,1,"","","",""
"919","S48854501","Little Corella","Cacatua sanguinea",11486,"50","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"920","S48873741","Little Corella","Cacatua sanguinea",11486,"100","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"921","S47592755","Little Corella","Cacatua sanguinea",11486,"50","AU-NSW","Randwick",-33.9032981,151.2276435,"08-02-2018","07:34 AM","eBird - Traveling Count",59,1,2.25,NA,1,"","","",""
"922","S48642686","Little Corella","Cacatua sanguinea",11486,"5","AU-NSW","Sutherland Shire",-34.08179,151.05447,"09-20-2018","10:59 AM","eBird - Traveling Count",35,1,0.483,NA,3,"","","",""
"923","S43151896","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"924","S47792959","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-12-2018","07:05 AM","eBird - Traveling Count",194,1,5.77,NA,3,"","","",""
"925","S39222536","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Ku-ring-gai",-33.6608649,151.1608099,"09-17-2017","10:35 AM","eBird - Traveling Count",331,1,13.25,NA,4,"","","",""
"926","S48206704","Sulphur-crested Cockatoo","Cacatua galerita",11502,"3","AU-NSW","Maitland",-32.771689,151.5860584,"09-01-2018","04:37 PM","eBird - Stationary Count",27,1,NA,NA,1,"","","",""
"927","S48751670","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Maitland",-32.771689,151.5860584,"09-26-2018","03:29 PM","eBird - Stationary Count",30,1,NA,NA,1,"","","",""
"928","S48764009","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Maitland",-32.771689,151.5860584,"09-27-2018","06:10 AM","eBird - Stationary Count",64,1,NA,NA,1,"","","",""
"929","S40566400","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Maitland",-32.7742038,151.5853902,"11-18-2017","05:50 PM","eBird - Traveling Count",5,1,0.04,NA,1,"","","",""
"930","S40919701","Sulphur-crested Cockatoo","Cacatua galerita",11502,"4","AU-NSW","Pittwater",-33.6408427,151.3213602,"12-05-2017","06:18 PM","eBird - Stationary Count",15,1,NA,NA,1,"","","",""
"931","S48809606","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Pittwater",-33.6396818,151.3213984,"09-29-2018","06:22 AM","eBird - Traveling Count",16,1,0.79,NA,1,"","","",""
"932","S41317357","Sulphur-crested Cockatoo","Cacatua galerita",11502,"4","AU-NSW","Pittwater",-33.6406015,151.3213878,"12-26-2017","01:58 PM","eBird - Traveling Count",80,1,6,NA,2,"","","",""
"933","S41298048","Sulphur-crested Cockatoo","Cacatua galerita",11502,"4","AU-NSW","Pittwater",-33.6403283,151.3212708,"12-25-2017","01:00 PM","eBird - Stationary Count",39,1,NA,NA,1,"","","",""
"934","S47932253","Sulphur-crested Cockatoo","Cacatua galerita",11502,"3","AU-NSW","Pittwater",-33.640972,151.3211486,"08-19-2018","09:51 AM","eBird - Stationary Count",31,1,NA,NA,1,"","","Nice day",""
"935","S48806928","Sulphur-crested Cockatoo","Cacatua galerita",11502,"75","AU-NSW","Pittwater",-33.63828,151.31435,"09-29-2018","06:43 AM","eBird - Traveling Count",77,1,2.28,NA,1,"","","",""
"936","S39952073","Sulphur-crested Cockatoo","Cacatua galerita",11502,"3","AU-NSW","Randwick",-33.9886417,151.2338543,"10-16-2017","05:29 PM","eBird - Traveling Count",88,1,4.52,NA,2,"","","",""
"937","S40336438","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.9188614,151.2582839,"11-06-2017","05:59 PM","eBird - Traveling Count",30,1,1.4,NA,2,"","","",""
"938","S39576376","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Randwick",-33.9194336,151.2425993,"10-06-2017","06:17 PM","eBird - Traveling Count",32,1,5,NA,2,"","","",""
"939","S47483543","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.9058877,151.2175869,"07-28-2018","07:51 AM","eBird - Traveling Count",21,1,0.99,NA,1,"","","",""
"940","S39782021","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"10-09-2017","06:10 PM","eBird - Stationary Count",6,1,NA,NA,1,"","","",""
"941","S43281307","Sulphur-crested Cockatoo","Cacatua galerita",11502,"10","AU-NSW","Randwick",-33.9062686,151.2220493,"03-01-2018","06:40 PM","eBird - Stationary Count",4,1,NA,NA,1,"","","",""
"942","S47551884","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"07-31-2018","08:30 AM","eBird - Traveling Count",17,1,0.97,NA,1,"","","",""
"943","S48160022","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.9062686,151.2220493,"08-30-2018","08:25 AM","eBird - Traveling Count",12,1,0.6,NA,2,"","","",""
"944","S39427454","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.9176858,151.2367878,"09-27-2017","12:18 PM","eBird - Stationary Count",19,1,NA,NA,2,"","","",""
"945","S47737623","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.9176858,151.2367878,"08-09-2018","04:46 PM","eBird - Stationary Count",10,1,NA,NA,2,"","","",""
"946","S42081035","Sulphur-crested Cockatoo","Cacatua galerita",11502,"12","AU-NSW","Randwick",-33.8977058,151.2341452,"01-20-2018","08:50 AM","eBird - Traveling Count",120,1,3,NA,3,"","","Covered most of the park, including some of Kensington Ponds.",""
"947","S47598669","Sulphur-crested Cockatoo","Cacatua galerita",11502,"3","AU-NSW","Randwick",-33.8977058,151.2341452,"08-02-2018","02:52 PM","eBird - Traveling Count",84,1,3.58,NA,3,"","","",""
"948","S47656790","Sulphur-crested Cockatoo","Cacatua galerita",11502,"25","AU-NSW","Randwick",-33.8977058,151.2341452,"08-05-2018","08:16 AM","eBird - Traveling Count",196,1,5.52,NA,3,"","","",""
"949","S47913102","Sulphur-crested Cockatoo","Cacatua galerita",11502,"2","AU-NSW","Randwick",-33.8977058,151.2341452,"08-18-2018","10:32 AM","eBird - Traveling Count",124,1,4.75,NA,2,"","","",""
"950","S48037565","Sulphur-crested Cockatoo","Cacatua galerita",11502,"5","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
"951","S48304612","Sulphur-crested Cockatoo","Cacatua galerita",11502,"4","AU-NSW","Randwick",-33.8977058,151.2341452,"09-05-2018","04:38 PM","eBird - Traveling Count",73,1,3.347,NA,2,"","","",""
"952","S48451818","Sulphur-crested Cockatoo","Cacatua galerita",11502,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"09-12-2018","04:46 PM","eBird - Traveling Count",60,1,3,NA,2,"","","",""
"953","S48772483","Sulphur-crested Cockatoo","Cacatua galerita",11502,"25","AU-NSW","Randwick",-33.8977058,151.2341452,"09-27-2018","04:46 PM","eBird - Traveling Count",70,1,2.5,NA,2,"","","",""
"954","S48789620","Sulphur-crested Cockatoo","Cacatua galerita",11502,"20","AU-NSW","Randwick",-33.8977058,151.2341452,"09-28-2018","07:47 AM","eBird - Traveling Count",75,1,3.2,NA,1,"","","",""
"955","S48854501","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Randwick",-33.8977058,151.2341452,"10-01-2018","09:38 AM","eBird - Traveling Count",102,1,5.38,NA,2,"","","",""
"956","S48873741","Sulphur-crested Cockatoo","Cacatua galerita",11502,"15","AU-NSW","Randwick",-33.8977058,151.2341452,"10-02-2018","06:34 AM","eBird - Traveling Count",137,1,6.64,NA,1,"","","",""
"957","S47592755","Sulphur-crested Cockatoo","Cacatua galerita",11502,"4","AU-NSW","Randwick",-33.9032981,151.2276435,"08-02-2018","07:34 AM","eBird - Traveling Count",59,1,2.25,NA,1,"","","",""
"958","S48640141","Sulphur-crested Cockatoo","Cacatua galerita",11502,"6","AU-NSW","Sutherland Shire",-34.0693991,151.1023378,"09-21-2018","10:47 AM","eBird - Casual Observation",NA,0,NA,NA,2,"","","",""
"959","S48642686","Sulphur-crested Cockatoo","Cacatua galerita",11502,"15","AU-NSW","Sutherland Shire",-34.08179,151.05447,"09-20-2018","10:59 AM","eBird - Traveling Count",35,1,0.483,NA,3,"","","",""
"960","S47511326","Sulphur-crested Cockatoo","Cacatua galerita",11502,"20","AU-NSW","Sydney",-33.8672433,151.217737,"07-29-2018","01:52 PM","eBird - Traveling Count",54,1,2.74,NA,1,"","","",""
"961","S48731830","Sulphur-crested Cockatoo","Cacatua galerita",11502,"1","AU-NSW","Upper Hunter Shire",-32.1389933,150.3499511,"09-25-2018","03:23 PM","eBird - Stationary Count",5,1,NA,NA,1,"","","",""
"962","S39222536","Australian King-Parrot","Alisterus scapularis",11557,"1","AU-NSW","Ku-ring-gai",-33.6608649,151.1608099,"09-17-2017","10:35 AM","eBird - Traveling Count",331,1,13.25,NA,4,"","","",""
"963","S48635074","Australian King-Parrot","Alisterus scapularis",11557,"1","AU-NSW","Sutherland Shire",-34.0705092,151.1043895,"09-21-2018","07:12 AM","eBird - Stationary Count",12,1,NA,NA,3,"","","",""
"964","S41761341","Australian King-Parrot","Alisterus scapularis",11557,"1","AU-NSW","Wingecarribee",-34.7011768,150.1689208,"01-08-2018","08:50 AM","eBird - Stationary Count",27,1,NA,NA,2,"","","",""
"965","S48746750","Red-winged Parrot","Aprosmictus erythropterus",11574,"3","AU-NSW","Warren",-30.896687,147.4853862,"09-25-2018","08:39 AM","eBird - Casual Observation",NA,0,NA,NA,1,"","","",""
"966","S48806928","Crimson Rosella","Platycercus elegans",11762,"2","AU-NSW","Pittwater",-33.63828,151.31435,"09-29-2018","06:43 AM","eBird - Traveling Count",77,1,2.28,NA,1,"","","",""
"967","S41761413","Crimson Rosella","Platycercus elegans",11762,"X","AU-NSW","Snowy River",-36.50277,148.3075,"01-09-2018","09:32 AM","eBird - Casual Observation",NA,0,NA,NA,2,"","","",""
"968","S48642685","Crimson Rosella","Platycercus elegans",11762,"5","AU-NSW","Sutherland Shire",-34.08929,151.07261,"09-21-2018","06:12 AM","eBird - Traveling Count",35,1,0.644,NA,5,"","","",""
"969","S41761341","Crimson Rosella","Platycercus elegans",11762,"2","AU-NSW","Wingecarribee",-34.7011768,150.1689208,"01-08-2018","08:50 AM","eBird - Stationary Count",27,1,NA,NA,2,"","","",""
"970","S48206074","Eastern Rosella","Platycercus eximius",11773,"1","AU-NSW","Maitland",-32.771689,151.5860584,"09-01-2018","02:54 PM","eBird - Stationary Count",42,1,NA,NA,1,"","","",""
"971","S48764009","Eastern Rosella","Platycercus eximius",11773,"3","AU-NSW","Maitland",-32.771689,151.5860584,"09-27-2018","06:10 AM","eBird - Stationary Count",64,1,NA,NA,1,"","","",""
"972","S43151896","Red-rumped Parrot","Psephotus haematonotus",11792,"9","AU-NSW","Botany Bay",-33.9378058,151.2056923,"02-25-2018","06:49 AM","eBird - Traveling Count",118,1,4.62,NA,4,"","","",""
"973","S43923623","Red-rumped Parrot","Psephotus haematonotus",11792,"6","AU-NSW","Botany Bay",-33.9378058,151.2056923,"03-25-2018","07:11 AM","eBird - Traveling Count",111,1,1.13,NA,2,"","","",""
"974","S47471078","Red-rumped Parrot","Psephotus haematonotus",11792,"2","AU-NSW","Botany Bay",-33.9378058,151.2056923,"07-27-2018","07:42 AM","eBird - Traveling Count",85,1,0.8,NA,2,"","","",""
"975","S47611818","Red-rumped Parrot","Psephotus haematonotus",11792,"3","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-03-2018","07:18 AM","eBird - Traveling Count",94,1,3.22,NA,2,"","","",""
"976","S47749968","Red-rumped Parrot","Psephotus haematonotus",11792,"4","AU-NSW","Botany Bay",-33.9378058,151.2056923,"08-10-2018","07:15 AM","eBird - Traveling Count",90,1,2.65,NA,4,"","","",""
"977","S48893823","Red-rumped Parrot","Psephotus haematonotus",11792,"3","AU-NSW","Botany Bay",-33.9378058,151.2056923,"10-03-2018","05:58 AM","eBird - Traveling Count",111,1,2.752,NA,4,"","","",""
"978","S48635074","Musk Lorikeet","Glossopsitta concinna",11909,"2","AU-NSW","Sutherland Shire",-34.0705092,151.1043895,"09-21-2018","07:12 AM","eBird - Stationary Count",12,1,NA,NA,3,"","","",""
"979","S46486280","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Botany Bay",-33.9428171,151.2036363,"06-12-2018","11:31 AM","eBird - Stationary Count",3,1,NA,NA,1,"","","",""
"980","S40919701","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Pittwater",-33.6408427,151.3213602,"12-05-2017","06:18 PM","eBird - Stationary Count",15,1,NA,NA,1,"","","",""
"981","S41315880","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Pittwater",-33.6406015,151.3213878,"12-26-2017","11:37 AM","eBird - Stationary Count",3,1,NA,NA,1,"","","",""
"982","S41317357","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Pittwater",-33.6406015,151.3213878,"12-26-2017","01:58 PM","eBird - Traveling Count",80,1,6,NA,2,"","","",""
"983","S41298048","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Pittwater",-33.6403283,151.3212708,"12-25-2017","01:00 PM","eBird - Stationary Count",39,1,NA,NA,1,"","","",""
"984","S41314649","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Pittwater",-33.5855812,151.3253696,"12-26-2017","10:21 AM","eBird - Traveling Count",45,0,3.54,NA,1,"","","",""
"985","S46405046","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Randwick",-33.9244724,151.230044,"06-09-2018","09:57 AM","eBird - Stationary Count",11,1,NA,NA,1,"","","",""
"986","S47483543","Rainbow Lorikeet","Trichoglossus haematodus",11934,"13","AU-NSW","Randwick",-33.9058877,151.2175869,"07-28-2018","07:51 AM","eBird - Traveling Count",21,1,0.99,NA,1,"","","",""
"987","S40056176","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"10-22-2017","12:29 PM","eBird - Traveling Count",15,1,2,NA,1,"","","",""
"988","S40373722","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"11-08-2017","05:26 PM","eBird - Stationary Count",18,1,NA,NA,1,"","","",""
"989","S40426291","Rainbow Lorikeet","Trichoglossus haematodus",11934,"1","AU-NSW","Randwick",-33.9062686,151.2220493,"11-11-2017","09:51 AM","eBird - Stationary Count",18,1,NA,NA,1,"","","",""
"990","S40675634","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"11-23-2017","06:26 PM","eBird - Stationary Count",12,1,NA,NA,1,"","","",""
"991","S40913027","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Randwick",-33.9062686,151.2220493,"12-05-2017","09:25 AM","eBird - Traveling Count",18,1,0.5,NA,1,"","","",""
"992","S40948088","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Randwick",-33.9062686,151.2220493,"12-07-2017","10:04 AM","eBird - Stationary Count",7,1,NA,NA,1,"","","",""
"993","S47359881","Rainbow Lorikeet","Trichoglossus haematodus",11934,"11","AU-NSW","Randwick",-33.9062686,151.2220493,"07-23-2018","08:29 AM","eBird - Traveling Count",7,1,0.4,NA,1,"","","",""
"994","S47411871","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"07-24-2018","09:42 AM","eBird - Traveling Count",9,1,0.41,NA,1,"","","",""
"995","S47430158","Rainbow Lorikeet","Trichoglossus haematodus",11934,"3","AU-NSW","Randwick",-33.9062686,151.2220493,"07-25-2018","08:25 AM","eBird - Traveling Count",14,1,0.52,NA,1,"","","",""
"996","S47447610","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9062686,151.2220493,"07-26-2018","07:43 AM","eBird - Traveling Count",13,1,0.6,NA,1,"","","",""
"997","S47551884","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9062686,151.2220493,"07-31-2018","08:30 AM","eBird - Traveling Count",17,1,0.97,NA,1,"","","",""
"998","S47591456","Rainbow Lorikeet","Trichoglossus haematodus",11934,"1","AU-NSW","Randwick",-33.9062686,151.2220493,"08-02-2018","07:14 AM","eBird - Traveling Count",19,1,1.02,NA,1,"","","",""
"999","S48358934","Rainbow Lorikeet","Trichoglossus haematodus",11934,"6","AU-NSW","Randwick",-33.9062686,151.2220493,"09-08-2018","02:57 PM","eBird - Stationary Count",10,1,NA,NA,1,"","","",""
"1000","S40021929","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"10-20-2017","12:32 PM","eBird - Stationary Count",10,1,NA,NA,1,"","","Inclement weather",""
"1001","S40056660","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"10-22-2017","12:56 PM","eBird - Stationary Count",23,1,NA,NA,1,"","","",""
"1002","S40162559","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"10-28-2017","02:17 PM","eBird - Stationary Count",20,1,NA,NA,1,"","","",""
"1003","S40370807","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"11-08-2017","12:18 PM","eBird - Stationary Count",21,1,NA,NA,2,"","","",""
"1004","S41600657","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"01-04-2018","12:26 PM","eBird - Stationary Count",10,1,NA,NA,1,"","","",""
"1005","S46362878","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"06-07-2018","01:11 PM","eBird - Stationary Count",14,1,NA,NA,2,"","","",""
"1006","S46363950","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"06-07-2018","03:13 PM","eBird - Stationary Count",3,1,NA,NA,1,"","","",""
"1007","S46535398","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"06-14-2018","02:12 PM","eBird - Stationary Count",18,0,NA,NA,1,"","","",""
"1008","S46555145","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"06-15-2018","12:34 PM","eBird - Stationary Count",11,1,NA,NA,2,"","","Sunny, good weather",""
"1009","S47143991","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"07-12-2018","01:33 PM","eBird - Stationary Count",18,1,NA,NA,3,"","","",""
"1010","S47247047","Rainbow Lorikeet","Trichoglossus haematodus",11934,"5","AU-NSW","Randwick",-33.9176858,151.2367878,"07-17-2018","04:50 PM","eBird - Stationary Count",8,1,NA,NA,2,"","","",""
"1011","S47554117","Rainbow Lorikeet","Trichoglossus haematodus",11934,"2","AU-NSW","Randwick",-33.9176858,151.2367878,"07-31-2018","10:41 AM","eBird - Stationary Count",2,1,NA,NA,2,"","","",""
"1012","S47835007","Rainbow Lorikeet","Trichoglossus haematodus",11934,"4","AU-NSW","Randwick",-33.9176858,151.2367878,"08-14-2018","11:48 AM","eBird - Stationary Count",1,1,NA,NA,2,"","","",""
"1013","S47598669","Rainbow Lorikeet","Trichoglossus haematodus",11934,"20","AU-NSW","Randwick",-33.8977058,151.2341452,"08-02-2018","02:52 PM","eBird - Traveling Count",84,1,3.58,NA,3,"","","",""
"1014","S48037565","Rainbow Lorikeet","Trichoglossus haematodus",11934,"6","AU-NSW","Randwick",-33.8977058,151.2341452,"08-24-2018","04:27 PM","eBird - Traveling Count",72,1,5,NA,2,"","","Was getting dark and started to rain but first buff banded rail!",""
